Field_1__c,Field_2__c,Field_3__c,Field_4__c,Field_1_Description__c,Field_2_Description__c,Field_3_Description__c,Field_4_Description__c,Type__c,Action_Type__c,Action_Label__c,Action_Body__c
Class 5,Existing,Altering,Sanitary plumbing - stack or elevated pipework,"","",Altering generally means modifying existing plumbing or drainage,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 5,Existing,Altering,Water service,"","",Altering generally means modifying existing plumbing or drainage,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 5,Existing,Cleaning,Ground level grate for a trap on a sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 5,Existing,Commissioning,A fixture or fitting (may include more than one fixture or fitting),"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Automatic switching device for a rainwater tank,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Dual check valve with atmospheric port,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Fire Hydrant or fire hose reel,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Greywater treatment plant,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Hot water heater,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber commissioning a solar or heat pump hot water heater must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 5,Existing,Commissioning,Non-testable backflow prevention device,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,On-site sewage treatment plant (other than an Environmental Protection Agency approved treatment plant),"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Commissioning,Tempering valve or thermostatic mixing valve,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: Commissioning a thermostatic mixing valve is required to be carried out by a person who holds a relevant endorsement on their plumbers licence.</p>
Class 5,Existing,Commissioning,Testable backflow prevention device,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber commissioning a testable backflow prevention device must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 5,Existing,Commissioning,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Extending,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is NOTIFIABLE WORK.</p><p><br></p><p>Note: Notifiable work only applies when extending the fire service is associated with a building development approval. Where there is no associated building development approval, the work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p>"
Class 5,Existing,Extending,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 5,Existing,Extending,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 5,Existing,Extending,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 5,Existing,Installing,A fixture (may include more than one fixture),"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"The work is NOTIFIABLE WORK if the building is not greater than 2 storeys above ground and/or the work required to install the fixture does not involve sanitary drainage. If the building is greater than 2 storeys above ground and/or if the work involves sanitary drainage, a PERMIT is required."
Class 5,Existing,Installing,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Installing,Automatic switching device for a rainwater tank,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Installing,Dual check valve with atmospheric port,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 5,Existing,Installing,Fire Hydrant or fire hose reel,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 5,Existing,Installing,"Fire service, including hydrant or sprinkler system","","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 5,Existing,Installing,Greywater treatment plant,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is NOTIFIABLE WORK.</p><p><br></p><p>Note: This applies to a greywater treatment plant installed in a sewered area and generates no more than 3kL of greywater. A PERMIT is required in all other situations.</p>
Class 5,Existing,Installing,Hot water heater,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is NOTIFIABLE WORK.</p><p><br></p><p>Note: A licensed plumber installing a solar or heat pump hot water heater must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 5,Existing,Installing,"Irrigation or lawn watering system (downstream from a tap, isolating valve or backflow prevention device)","","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 5,Existing,Installing,Non-testable backflow prevention device,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 5,Existing,Installing,On-site sewage treatment plant (other than an Environmental Protection Agency approved treatment plant),"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 5,Existing,Installing,Sanitary drain,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 5,Existing,Installing,Sanitary plumbing - stack or elevated pipework,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 5,Existing,Installing,Tempering valve or thermostatic mixing valve,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
